Season,TeamName,KeyField,CONF,SEED,WL%,EFGPct-OFF,TOPct,ORPct,FTRate,EFGPct-DEF,TOPct,ORPct,FTRate,Off_1-POINTDIST,Off_2,Off_3,Def_1,Def_2,Def_3,FG2Pct-MISC,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate,DFP,AdjTempo,Tempo-SUMM,OE,AdjOE,DE,AdjDE,AdjEM,TARGET16
2018,Missouri,2018Missouri,27,8,1.666666667,55.02425502,21.23826681,30.89622642,38.25363825,45.78979717,16.25377562,28.4607938,28.88752305,20.63968016,40.97951024,38.3808096,18.80108992,51.44414169,29.75476839,51.89873418,39.20367534,74.81884058,11.40939597,45.25407478,31.16438356,73.40425532,11.89873418,45.25294525,35.89428396,57.05705706,46.17737003,0.076392745,0.096980861,6.954916857,65.8,288,17.9,232,17.7,258,15.96,
2018,Montana,2018Montana,9,14,3.714285714,50.98371777,17.88207421,33.97727273,39.4843962,47.94007491,22.22566952,27.75175644,44.94382022,21.84087363,56.16224649,21.99687988,25.53810355,47.93484584,26.52705061,51.42857143,33.25471698,72.16494845,9.492273731,45.47461369,35.43123543,73.16666667,9.714285714,28.76526459,32.13483146,46.69603524,45.39007092,0.113384761,0.070512911,18.82432628,67.9,188,16.6,86,17.9,283,9.51,
2018,Murray St.,2018Murray St.,22,12,5.2,55.52917232,17.32019648,33.17479191,36.70284939,47.13418746,18.28558449,27.86709539,31.22049899,19.47860305,47.90949336,32.61190359,19.5164076,51.8134715,28.6701209,54.53527436,38.03786575,73.19778189,8.746048472,47.41833509,31.08614232,73.21814255,9.630459127,39.4165536,36.00809171,53.81355932,41.23376623,0.0965388,0.081206167,11.43760559,67.2,224,17.5,190,18.1,311,11.8,
2018,Nevada,2018Nevada,20,7,3.857142857,55.3092182,14.36161881,26.39593909,39.49824971,48.77002288,18.12070025,27.32290708,30.03432494,21.19700748,43.89027431,34.9127182,17.91044776,51.03514685,31.05440539,52.12240869,39.94293866,75.3323486,10.82621083,50.33238367,30.9352518,70.85714286,7.996051333,40.89848308,39.7597254,58.78712871,48.72483221,0.0877119,0.063615224,4.431634503,65.4,307,19,320,17.6,236,-9.18,
2018,New Mexico St.,2018New Mexico St.,31,12,5.6,51.13636364,17.50572247,34.06352683,27.20779221,46.01293103,19.69393778,23.22222222,32.68678161,14.72658365,55.54953979,29.72387656,20.2366127,49.6886675,30.0747198,52.50767656,32.5044405,64.91646778,8.466819222,45.65217391,31.08108108,71.42857143,6.345957011,36.55844156,37.21264368,48.70689655,41.42857143,0.077163382,0.063343075,11.59151839,65.7,293,18,251,17.4,195,-7.43,
2018,North Carolina,2018North Carolina,2,2,2.5,52.99369748,16.81753216,38.93129771,28.57142857,50.35871965,16.19818961,24.82142857,25.16556291,16.61157025,53.63636364,29.75206612,14.31924883,44.69483568,40.98591549,51.54884829,37.20930233,73.89705882,12.15574549,45.20417854,38.33992095,66.88596491,10.80222399,33.87605042,41.88741722,59.28008999,56.71447197,0.075750357,0.082896617,-4.919594356,71.3,44,15.5,20,18,296,24.23,
2018,North Carolina Central,2018North Carolina Central,18,16,1.266666667,52.1577381,21.57079646,32.08489388,31.25,49.60087083,16.28564405,29.73286876,35.1233672,17.04142012,56.68639053,26.27218935,20.01170275,49.26857812,30.71971913,51.45005371,35.83535109,68.57142857,9.595375723,48.67052023,34.11306043,70.66115702,8.163265306,30.72916667,37.22786647,55.66188198,54.36241611,0.066986234,0.07313176,3.578062391,65.6,300,18,255,17.8,265,-12.82,
2018,North Carolina St.,2018North Carolina St.,2,9,1.909090909,52.99022427,17.35571827,34.28290766,34.84761357,51.36116152,21.0536696,31.99588477,32.78886872,18.77479066,53.06302336,28.16218599,18.08972504,56.72937771,25.18089725,52.89982425,35.44093178,70.2970297,9.810981098,52.92529253,32.10332103,69.18819188,9.578207381,34.56009201,32.78886872,55.82822086,50.26246719,0.105021818,0.088257772,10.67684942,71.6,36,16,44,17.4,194,14.47,
2018,Ohio St.,2018Ohio St.,6,5,3,54.60910152,17.43408804,29.88505747,32.49708285,48.35294118,18.11777776,23.97003745,28.58823529,17.82265145,55.57506585,26.6022827,17.26220433,47.40815299,35.32964268,55.38057743,35.3765324,72.89048474,11.15498519,46.49555775,34.06113537,70.57613169,6.824146982,33.31388565,40.41176471,52.69461078,49.92907801,0.087902965,0.07520587,2.153458574,66.9,241,18,254,17.4,182,20.91,
2018,Oklahoma,2018Oklahoma,7,10,1.384615385,54.57927876,17.43770546,29.06155399,33.31425301,51.87806206,16.86597742,29.42271881,25.36744692,18.81651767,47.59472116,33.58876117,14.75849732,50.35778175,34.88372093,53.95752896,36.99015471,75.94501718,11.58911326,49.42932397,37.24928367,70.81545064,11.96911197,40.69834001,37.99673381,51.09489051,49.81773998,0.084806327,0.088141407,2.322989373,75.7,3,14,2,17.2,154,15.27,
